video_number,inferred_date,inferred_title,video_id,source_vtt_path,cleaned_md_path,word_count,line_count,file_size_bytes,has_transcript,notes
50,2017-05-21,Orderflows Market Analysis May 19 2017 ES ZB ZF 6E 6J 6A Currency Futures Trading Order Flow,UduDwVXSUFM,C:\YTTranscripts\Orderflows_Dedup_v2\20170521 - Orderflows Market Analysis May 19 2017 ES ZB ZF 6E 6J 6A Currency Futures Trading Order Flow [UduDwVXSUFM].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0050_20170521_Orderflows_Market_Analysis_May_19_2017_ES_ZB_ZF_6E_6J_6A_Cur_UduDwVXSUFM.md,6357,864,305976,TRUE,
51,2017-05-23,Orderflows Market Analysis May 22 2017 ES ZB ZF ZS 6J 6E Futures Day Trading Market Reaction In Orde,r5CCbQZjAGQ,C:\YTTranscripts\Orderflows_Dedup_v2\20170523 - Orderflows Market Analysis May 22 2017 ES ZB ZF ZS 6J 6E Futures Day Trading Market Reaction In Orde [r5CCbQZjAGQ].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0051_20170523_Orderflows_Market_Analysis_May_22_2017_ES_ZB_ZF_ZS_6J_6E_Fut_r5CCbQZjAGQ.md,5709,797,279500,TRUE,
52,2017-06-07,Orderflows Market Analysis June 6 2017 Order Flow Futures Trading ZB ZF 6E CL 6B FGBL,73SxOKWMAWM,C:\YTTranscripts\Orderflows_Dedup_v2\20170607 - Orderflows Market Analysis June 6 2017 Order Flow Futures Trading ZB ZF 6E CL 6B FGBL [73SxOKWMAWM].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0052_20170607_Orderflows_Market_Analysis_June_6_2017_Order_Flow_Futures_Tr_73SxOKWMAWM.md,6321,853,302579,TRUE,
53,2017-06-08,Orderflows Market Analysis June 7 2017 ZB ZF NQ 6E Day Trading Futres,xOBU_0EAjGA,C:\YTTranscripts\Orderflows_Dedup_v2\20170608 - Orderflows Market Analysis June 7 2017 ZB ZF NQ 6E Day Trading Futres [xOBU_0EAjGA].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0053_20170608_Orderflows_Market_Analysis_June_7_2017_ZB_ZF_NQ_6E_Day_Tradi_xOBU_0EAjGA.md,3579,486,173838,TRUE,
54,2017-06-09,Orderflows Market Analysis June 8 2017 ES 6E ZB ZF ZS CL 6J 6B Day Trading Futures,Eaj64EwNFVk,C:\YTTranscripts\Orderflows_Dedup_v2\20170609 - Orderflows Market Analysis June 8 2017 ES 6E ZB ZF ZS CL 6J 6B Day Trading Futures [Eaj64EwNFVk].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0054_20170609_Orderflows_Market_Analysis_June_8_2017_ES_6E_ZB_ZF_ZS_CL_6J__Eaj64EwNFVk.md,5381,723,258071,TRUE,
55,2017-06-10,Orderflows Market Analysis June 9 2017 ES CL FGBL 6E ZF 6J Order Flow Trade Setups,TYho0FlOI40,C:\YTTranscripts\Orderflows_Dedup_v2\20170610 - Orderflows Market Analysis June 9 2017 ES CL FGBL 6E ZF 6J Order Flow Trade Setups [TYho0FlOI40].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0055_20170610_Orderflows_Market_Analysis_June_9_2017_ES_CL_FGBL_6E_ZF_6J_O_TYho0FlOI40.md,4001,530,191607,TRUE,
56,2017-06-13,Orderflows Market Analysis June 12 2017 Delta Scalper ZB ZF ZS 6E CL ES Day Trading Futures,g-b-YWIeEAQ,C:\YTTranscripts\Orderflows_Dedup_v2\20170613 - Orderflows Market Analysis June 12 2017 Delta Scalper ZB ZF ZS 6E CL ES Day Trading Futures [g-b-YWIeEAQ].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0056_20170613_Orderflows_Market_Analysis_June_12_2017_Delta_Scalper_ZB_ZF__g-b-YWIeEAQ.md,5302,713,254559,TRUE,
57,2017-06-14,Orderflows Market Analysis June 13 2017 ZB CL ES 6E 6J Day Trading Futures With Order Flow,DgcDcZav6K8,C:\YTTranscripts\Orderflows_Dedup_v2\20170614 - Orderflows Market Analysis June 13 2017 ZB CL ES 6E 6J Day Trading Futures With Order Flow [DgcDcZav6K8].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0057_20170614_Orderflows_Market_Analysis_June_13_2017_ZB_CL_ES_6E_6J_Day_T_DgcDcZav6K8.md,5544,745,265701,TRUE,
58,2017-06-15,Orderflows Market Analysis June 14 2017 FOMC Day ZB ZF ES 6E 6J ZS Day Trading Futures With Order Fl,cRzeVXESQNs,C:\YTTranscripts\Orderflows_Dedup_v2\20170615 - Orderflows Market Analysis June 14 2017 FOMC Day ZB ZF ES 6E 6J ZS Day Trading Futures With Order Fl [cRzeVXESQNs].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0058_20170615_Orderflows_Market_Analysis_June_14_2017_FOMC_Day_ZB_ZF_ES_6E_cRzeVXESQNs.md,7878,1071,378859,TRUE,
59,2017-06-21,15 Questions And Answers On Order Flow Trading By Michael Valtos Orderflows,Q2BxvYGQvfE,C:\YTTranscripts\Orderflows_Dedup_v2\20170621 - 15 Questions And Answers On Order Flow Trading By Michael Valtos Orderflows [Q2BxvYGQvfE].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0059_20170621_15_Questions_And_Answers_On_Order_Flow_Trading_By_Michael_Va_Q2BxvYGQvfE.md,9193,1237,443527,TRUE,
60,2017-06-21,Orderflows Market Analysis June 20 2017 Emini SP Bond Five Year Note Futures Day Trading With Order,hH2x7SJGvAY,C:\YTTranscripts\Orderflows_Dedup_v2\20170621 - Orderflows Market Analysis June 20 2017 Emini SP Bond Five Year Note Futures Day Trading With Order [hH2x7SJGvAY].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0060_20170621_Orderflows_Market_Analysis_June_20_2017_Emini_SP_Bond_Five_Y_hH2x7SJGvAY.md,4637,633,224912,TRUE,
61,2017-06-22,Orderflows Market Analysis June 21 2017 Emini SP FX Futures Trading With Order Flow,A4Lq42Jvwog,C:\YTTranscripts\Orderflows_Dedup_v2\20170622 - Orderflows Market Analysis June 21 2017 Emini SP FX Futures Trading With Order Flow [A4Lq42Jvwog].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0061_20170622_Orderflows_Market_Analysis_June_21_2017_Emini_SP_FX_Futures__A4Lq42Jvwog.md,7408,989,354126,TRUE,
62,2017-06-23,Delta Analysis In Order Flow How Delta Can Help Your Trading Make Better Trading Decisions,rB-rbwBBnkI,C:\YTTranscripts\Orderflows_Dedup_v2\20170623 - Delta Analysis In Order Flow How Delta Can Help Your Trading Make Better Trading Decisions [rB-rbwBBnkI].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0062_20170623_Delta_Analysis_In_Order_Flow_How_Delta_Can_Help_Your_Trading_rB-rbwBBnkI.md,6121,903,306947,TRUE,
63,2017-06-23,Orderflows Market Analysis June 22 2017 Emini Futures Bond Futures FX Eurocurrency Trading With Orde,rnuqGolrHlE,C:\YTTranscripts\Orderflows_Dedup_v2\20170623 - Orderflows Market Analysis June 22 2017 Emini Futures Bond Futures FX Eurocurrency Trading With Orde [rnuqGolrHlE].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0063_20170623_Orderflows_Market_Analysis_June_22_2017_Emini_Futures_Bond_F_rnuqGolrHlE.md,5303,745,260104,TRUE,
64,2017-06-24,Orderflows Market Analysis June 23 2017 Day Trading Futures Contracts With Order Flow Tips,sG_b03vxD-w,C:\YTTranscripts\Orderflows_Dedup_v2\20170624 - Orderflows Market Analysis June 23 2017 Day Trading Futures Contracts With Order Flow Tips [sG_b03vxD-w].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0064_20170624_Orderflows_Market_Analysis_June_23_2017_Day_Trading_Futures__sG_b03vxD-w.md,2955,414,145260,TRUE,
65,2017-06-24,Volume Imbalance Thresholds In Order Flow Analysis Of Futures Day Trading,zd6XL30UlPk,C:\YTTranscripts\Orderflows_Dedup_v2\20170624 - Volume Imbalance Thresholds In Order Flow Analysis Of Futures Day Trading [zd6XL30UlPk].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0065_20170624_Volume_Imbalance_Thresholds_In_Order_Flow_Analysis_Of_Future_zd6XL30UlPk.md,3944,567,195512,TRUE,
66,2017-06-27,Orderflows Market Analysis June 26 2017 Gold Fat Finger Emini SP Crude Oil Eurocurrency Futures Trad,jyaXbCOwEuY,C:\YTTranscripts\Orderflows_Dedup_v2\20170627 - Orderflows Market Analysis June 26 2017 Gold Fat Finger Emini SP Crude Oil Eurocurrency Futures Trad [jyaXbCOwEuY].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0066_20170627_Orderflows_Market_Analysis_June_26_2017_Gold_Fat_Finger_Emin_jyaXbCOwEuY.md,5414,718,259204,TRUE,
67,2017-06-28,Orderflows Market Analysis June 27 2017 Emini SP Eurocurrency Futures Trade Recap With Order Flow,tdkhqEJAuUU,C:\YTTranscripts\Orderflows_Dedup_v2\20170628 - Orderflows Market Analysis June 27 2017 Emini SP Eurocurrency Futures Trade Recap With Order Flow [tdkhqEJAuUU].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0067_20170628_Orderflows_Market_Analysis_June_27_2017_Emini_SP_Eurocurrenc_tdkhqEJAuUU.md,4644,655,228391,TRUE,
68,2017-07-03,Why Traders Fail And How Not To Be One Of Them Webinar Preview On July 7 2017,MbWVjoCvTTA,C:\YTTranscripts\Orderflows_Dedup_v2\20170703 - Why Traders Fail And How Not To Be One Of Them Webinar Preview On July 7 2017 [MbWVjoCvTTA].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0068_20170703_Why_Traders_Fail_And_How_Not_To_Be_One_Of_Them_Webinar_Previ_MbWVjoCvTTA.md,2313,322,114041,TRUE,
69,2017-07-06,A Simple Order Flow Trade Setup That Finds Market Turning Points With Very Low Risk Free Webinar,b-RiNDoWk4g,C:\YTTranscripts\Orderflows_Dedup_v2\20170706 - A Simple Order Flow Trade Setup That Finds Market Turning Points With Very Low Risk Free Webinar [b-RiNDoWk4g].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0069_20170706_A_Simple_Order_Flow_Trade_Setup_That_Finds_Market_Turning_Po_b-RiNDoWk4g.md,868,122,42732,TRUE,
70,2017-07-07,Orderflows Market Analysis July 6 2017 Ratio Divergence Day Trading Futures Webinar,jOghvNA_W-w,C:\YTTranscripts\Orderflows_Dedup_v2\20170707 - Orderflows Market Analysis July 6 2017 Ratio Divergence Day Trading Futures Webinar [jOghvNA_W-w].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0070_20170707_Orderflows_Market_Analysis_July_6_2017_Ratio_Divergence_Day__jOghvNA_W-w.md,4439,586,211785,TRUE,
71,2017-07-11,Orderflows Market Analysis July 10 2017 Day Trading Futures With Order Flow ES ZB ZF Eurocurrency,MwZw9m38PR8,C:\YTTranscripts\Orderflows_Dedup_v2\20170711 - Orderflows Market Analysis July 10 2017 Day Trading Futures With Order Flow ES ZB ZF Eurocurrency [MwZw9m38PR8].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0071_20170711_Orderflows_Market_Analysis_July_10_2017_Day_Trading_Futures__MwZw9m38PR8.md,3281,445,158545,TRUE,
72,2017-07-13,Orderflows Market Analysis July 11 2017 Market Reacts To Donald Trump Jr Tweets,0rNjXWzECJU,C:\YTTranscripts\Orderflows_Dedup_v2\20170713 - Orderflows Market Analysis July 11 2017 Market Reacts To Donald Trump Jr Tweets [0rNjXWzECJU].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0072_20170713_Orderflows_Market_Analysis_July_11_2017_Market_Reacts_To_Don_0rNjXWzECJU.md,1895,260,91804,TRUE,
73,2017-07-13,Orderflows Market Analysis June 12 2017 Emini SP Janet Yellen Testimony Bond Futures React,2s3lfjgMeGc,C:\YTTranscripts\Orderflows_Dedup_v2\20170713 - Orderflows Market Analysis June 12 2017 Emini SP Janet Yellen Testimony Bond Futures React [2s3lfjgMeGc].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0073_20170713_Orderflows_Market_Analysis_June_12_2017_Emini_SP_Janet_Yelle_2s3lfjgMeGc.md,5926,805,286246,TRUE,
74,2017-07-19,Orderflows Market Analysis July 18 2017 Delta Scalper Update ES ZB 6E Futures Trading,E5M4tgzG1jc,C:\YTTranscripts\Orderflows_Dedup_v2\20170719 - Orderflows Market Analysis July 18 2017 Delta Scalper Update ES ZB 6E Futures Trading [E5M4tgzG1jc].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0074_20170719_Orderflows_Market_Analysis_July_18_2017_Delta_Scalper_Update_E5M4tgzG1jc.md,3548,479,171086,TRUE,
75,2017-07-25,Orderflows Market Analysis July 24 2017 New Delta Scalper Release ES FDAX 6E CL Futures,8wofOGgpf18,C:\YTTranscripts\Orderflows_Dedup_v2\20170725 - Orderflows Market Analysis July 24 2017 New Delta Scalper Release ES FDAX 6E CL Futures [8wofOGgpf18].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0075_20170725_Orderflows_Market_Analysis_July_24_2017_New_Delta_Scalper_Re_8wofOGgpf18.md,2784,365,132580,TRUE,
76,2017-07-26,Delta Scalper Analysis July 25 2017 Emini Crude Oil Gold Nasdaq Futures Markets Intraday 1 Minute Ch,ubQA-CH8Tnc,C:\YTTranscripts\Orderflows_Dedup_v2\20170726 - Delta Scalper Analysis July 25 2017 Emini Crude Oil Gold Nasdaq Futures Markets Intraday 1 Minute Ch [ubQA-CH8Tnc].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0076_20170726_Delta_Scalper_Analysis_July_25_2017_Emini_Crude_Oil_Gold_Nas_ubQA-CH8Tnc.md,2833,387,138242,TRUE,
77,2017-07-26,Orderflows Market Analysis July 25 2017 Delta Scalper British Pound 5 Year Notes Emini SP Crude Oil,_DYJ0ZRHJJE,C:\YTTranscripts\Orderflows_Dedup_v2\20170726 - Orderflows Market Analysis July 25 2017 Delta Scalper British Pound 5 Year Notes Emini SP Crude Oil [_DYJ0ZRHJJE].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0077_20170726_Orderflows_Market_Analysis_July_25_2017_Delta_Scalper_Britis__DYJ0ZRHJJE.md,5180,693,249393,TRUE,
78,2017-07-27,Delta Scalper Analysis July 26 2017,KlQJoRP6caM,C:\YTTranscripts\Orderflows_Dedup_v2\20170727 - Delta Scalper Analysis July 26 2017 [KlQJoRP6caM].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0078_20170727_Delta_Scalper_Analysis_July_26_2017_KlQJoRP6caM.md,2905,399,139659,TRUE,
79,2017-07-27,Delta Scalper Market Analysis July 27 2017 Emini SP Crude Oil British Pound Futures Trading,Rk5kZU58CCg,C:\YTTranscripts\Orderflows_Dedup_v2\20170727 - Delta Scalper Market Analysis July 27 2017 Emini SP Crude Oil British Pound Futures Trading [Rk5kZU58CCg].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0079_20170727_Delta_Scalper_Market_Analysis_July_27_2017_Emini_SP_Crude_Oi_Rk5kZU58CCg.md,3496,468,167068,TRUE,
80,2017-07-27,Orderflows Market Analysis July 26 2017 Emini SP FESX Ratio Divergence POC Day Trading,6GtpXl7FRdY,C:\YTTranscripts\Orderflows_Dedup_v2\20170727 - Orderflows Market Analysis July 26 2017 Emini SP FESX Ratio Divergence POC Day Trading [6GtpXl7FRdY].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0080_20170727_Orderflows_Market_Analysis_July_26_2017_Emini_SP_FESX_Ratio__6GtpXl7FRdY.md,3460,472,167950,TRUE,
81,2017-07-27,Orderflows Market Analysis July 27 Market Profile Volume Profile Emini SP Five Year Futures,dA3HN_iNNdw,C:\YTTranscripts\Orderflows_Dedup_v2\20170727 - Orderflows Market Analysis July 27 Market Profile Volume Profile Emini SP Five Year Futures [dA3HN_iNNdw].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0081_20170727_Orderflows_Market_Analysis_July_27_Market_Profile_Volume_Pro_dA3HN_iNNdw.md,5419,730,260024,TRUE,
82,2017-07-29,Delta Scalper Analysis July 28 2017 Emini SP Crude Oil Mini Dow FDAX Futures Day Trading,maUM-IjaaBc,C:\YTTranscripts\Orderflows_Dedup_v2\20170729 - Delta Scalper Analysis July 28 2017 Emini SP Crude Oil Mini Dow FDAX Futures Day Trading [maUM-IjaaBc].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0082_20170729_Delta_Scalper_Analysis_July_28_2017_Emini_SP_Crude_Oil_Mini__maUM-IjaaBc.md,3065,424,147548,TRUE,
83,2017-07-29,Orderflows Market Analysis July 28 2017 Emini Crude Oil Eurocurrency Futures Trading,lK2DuRzLn-c,C:\YTTranscripts\Orderflows_Dedup_v2\20170729 - Orderflows Market Analysis July 28 2017 Emini Crude Oil Eurocurrency Futures Trading [lK2DuRzLn-c].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0083_20170729_Orderflows_Market_Analysis_July_28_2017_Emini_Crude_Oil_Euro_lK2DuRzLn-c.md,3974,543,192604,TRUE,
84,2017-08-09,Orderflows Market Analysis August 8 2017 Day Trading Futures With Orderflow Delta Scalper Scalping,9WA7peEGBV0,C:\YTTranscripts\Orderflows_Dedup_v2\20170809 - Orderflows Market Analysis August 8 2017 Day Trading Futures With Orderflow Delta Scalper Scalping [9WA7peEGBV0].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0084_20170809_Orderflows_Market_Analysis_August_8_2017_Day_Trading_Futures_9WA7peEGBV0.md,7440,1006,358136,TRUE,
85,2017-08-16,Orderflows Market Analysis August 15 2017 Emini Bond Japanese Yen Futures Day Trading Tips,WboybkSzFIM,C:\YTTranscripts\Orderflows_Dedup_v2\20170816 - Orderflows Market Analysis August 15 2017 Emini Bond Japanese Yen Futures Day Trading Tips [WboybkSzFIM].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0085_20170816_Orderflows_Market_Analysis_August_15_2017_Emini_Bond_Japanes_WboybkSzFIM.md,3807,508,183004,TRUE,
86,2017-08-17,Orderflows Market Analysis August 16 2017 ES ZF CL 6E Futures Daytrading Order Flow,J5g0EsUcA4M,C:\YTTranscripts\Orderflows_Dedup_v2\20170817 - Orderflows Market Analysis August 16 2017 ES ZF CL 6E Futures Daytrading Order Flow [J5g0EsUcA4M].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0086_20170817_Orderflows_Market_Analysis_August_16_2017_ES_ZF_CL_6E_Future_J5g0EsUcA4M.md,4774,635,229897,TRUE,
87,2017-08-18,Orderflows Market Analysis August 18 2017 Emini SP ZB Futures Fdax Trading Delta Scalper,QuEP_R0FlPY,C:\YTTranscripts\Orderflows_Dedup_v2\20170818 - Orderflows Market Analysis August 18 2017 Emini SP ZB Futures Fdax Trading Delta Scalper [QuEP_R0FlPY].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0087_20170818_Orderflows_Market_Analysis_August_18_2017_Emini_SP_ZB_Future_QuEP_R0FlPY.md,2927,390,141192,TRUE,
88,2017-08-19,Orderflows Market Analysis August 18 2017 Part 2 Emini SP Bonds British Pound Japanese Yen Futures,yEiOH5V5kuE,C:\YTTranscripts\Orderflows_Dedup_v2\20170819 - Orderflows Market Analysis August 18 2017 Part 2 Emini SP Bonds British Pound Japanese Yen Futures [yEiOH5V5kuE].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0088_20170819_Orderflows_Market_Analysis_August_18_2017_Part_2_Emini_SP_Bo_yEiOH5V5kuE.md,3952,527,190688,TRUE,
89,2017-08-22,Orderflows Market Analysis August 21 2017 ES 6E NQ Futures Day Trading Delta Scalper,MnbWp7nD_3A,C:\YTTranscripts\Orderflows_Dedup_v2\20170822 - Orderflows Market Analysis August 21 2017 ES 6E NQ Futures Day Trading Delta Scalper [MnbWp7nD_3A].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0089_20170822_Orderflows_Market_Analysis_August_21_2017_ES_6E_NQ_Futures_D_MnbWp7nD_3A.md,5799,776,279564,TRUE,
90,2017-08-23,Orderflows Market Analysis Tuesday August 22 2017 CL Delta Analysis Emini SP Divergence Delta Scalpe,1zY5JG3H8rg,C:\YTTranscripts\Orderflows_Dedup_v2\20170823 - Orderflows Market Analysis Tuesday August 22 2017 CL Delta Analysis Emini SP Divergence Delta Scalpe [1zY5JG3H8rg].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0090_20170823_Orderflows_Market_Analysis_Tuesday_August_22_2017_CL_Delta_A_1zY5JG3H8rg.md,6041,804,291222,TRUE,
91,2017-08-25,Orderflows Market Analysis August 24 2017 Emini Nice Trades CL Delta FGBL Ratio Divergence,hRt9yuab16c,C:\YTTranscripts\Orderflows_Dedup_v2\20170825 - Orderflows Market Analysis August 24 2017 Emini Nice Trades CL Delta FGBL Ratio Divergence [hRt9yuab16c].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0091_20170825_Orderflows_Market_Analysis_August_24_2017_Emini_Nice_Trades__hRt9yuab16c.md,5456,724,262491,TRUE,
92,2017-08-26,Delta Scalper On Unirenko Charts Orderflows Futures Trading,upZYzXHDdJk,C:\YTTranscripts\Orderflows_Dedup_v2\20170826 - Delta Scalper On Unirenko Charts Orderflows Futures Trading [upZYzXHDdJk].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0092_20170826_Delta_Scalper_On_Unirenko_Charts_Orderflows_Futures_Trading_upZYzXHDdJk.md,2802,439,141606,TRUE,
93,2017-09-01,Orderflows Market Analysis August 30 2017 Emini SP Crude Oil Futures Delta Scalper,MfkOo6lm9pQ,C:\YTTranscripts\Orderflows_Dedup_v2\20170901 - Orderflows Market Analysis August 30 2017 Emini SP Crude Oil Futures Delta Scalper [MfkOo6lm9pQ].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0093_20170901_Orderflows_Market_Analysis_August_30_2017_Emini_SP_Crude_Oil_MfkOo6lm9pQ.md,4170,561,202121,TRUE,
94,2017-09-01,Orderflows Market Analysis August 31 2017 Emini SP Crude Oil Eurocurrency Forex Futures Delta Scalpe,rbagvwCc438,C:\YTTranscripts\Orderflows_Dedup_v2\20170901 - Orderflows Market Analysis August 31 2017 Emini SP Crude Oil Eurocurrency Forex Futures Delta Scalpe [rbagvwCc438].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0094_20170901_Orderflows_Market_Analysis_August_31_2017_Emini_SP_Crude_Oil_rbagvwCc438.md,6612,882,318575,TRUE,
